"","WEEK","COOR","ETA","VESSEL","VOYAGE","SERVICE","PORT","Bunker at Arrival","Bunker Purchased","REVISED COPRAR","REVISED STOWAGE","NUMBER OF COPRAR OVER WITHOUT ""OPT"" RMRK","NUMBER OF PRE-STOWS","NUMBER OF UNITS ROLLED","NUMBER OF LATE ADDITIONS","STOWAGE
""NOT""
SENT ON TIME","GANGS","1","2","3","4","Vessel CRANE DENSITY","1","2","3","4","5","6","Half Gang Calc","Half Gang","Shore CRANE DENSITY ","TOTAL MOVES","CARGO TIME DEVIATION Ship & Shore","CRANE MOVES DEVIATION","ABOVE 
15%","0.15","0.1","5% OR LESS","UNBALANCED","Hours from Short Gang to Long Gang","COMMENTS","Ship & Shore","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","total moves","","1","2","3","4","","1","2","3","4","5","6","","","","","","",""
"","16","AHE083","Sunday, April  22, 2012","92N MAERSK NEEDHAM","1207","848 ANDEAN ","CTG","1387","0","","","","","","","","2","","","","","=IFERROR(IF(OR(G14=""15A CRX"",G14=""84K ECUBEX""),(STDEV(S14:U14)/100), IF(G14=""84A SPONDYLUS"",(STDEV(S10:T10)/100),(STDEV(S14:V14)/100))),""0"")","160","154","","","","","=IF(AE14>0, AE14*2,"""")","","=IFERROR((STDEV(X14:AD14)/100),""0"")","=SUM(S14:V14)+SUM(X14:AC14)+AE14","=IF(DF14=2,DZ14,""0"")","=IF(DF14=2,""S&S"",IF(DG14=1,W14,IF(DH14=1,AF14,""0"")))","=IF(AI14=""0"","""",IF(AI14>15%,1,0))","=IF(AI14=""0"","""",IF(AJ14=1,0,IF(AI14>10%,1,0)))","=IF(AI14=""0"","""",IF(AJ14=1,0,IF(AK14=1,0,IF(AI14>5%,1,0))))","=IF(AI14=""0"","""",IF(AJ14=1,0,IF(AK14=1,0,IF(AL14=1,0,IF(AI14>=0%,1,0)))))","=IF(AG14=0,"""",IF(AQ14=2,""SHIP & SHORE CRANE"",IF(AJ14=1,""PLS INSERT COMMENT"",IF(AK14=1,""CAN YOU IMPROVE IT?"",IF(AL14=1,""GOOD JOB & HOW GET BETTER?"",IF(AM14=1,""EXCELENT-BE CONSISTENT AND SHARE BEST PRACTICES"",""SINGLE CRANE""))))))","=IFERROR(EC14,"""")","","=DF14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","=SUM(DG14:DH14)","=IF(SUM(S14:V14)<1,"""",1)","=IF(SUM(X14:AC14)<1,"""",1)","","=AG14","=VLOOKUP(H14,'PORT PRODUCTIVITY 1'!$A$25:$G$83,2,FALSE)","=IF(S14=0,"""",(X14/$DK14))","=IF(T14=0,"""",(Y14/$DK14))","=IF(U14=0,"""",(Z14/$DK14))","=IF(V14=0,"""",(AA14/$DK14))","=VLOOKUP(H14,'PORT PRODUCTIVITY 1'!$A$25:$G$83,3,FALSE)","=IF(X14=0,"""",(X14/$DP14))","=IF(Y14=0,"""",(Y14/$DP14))","=IF(Z14=0,"""",(Z14/$DP14))","=IF(AA14=0,"""",(AA14/$DP14))","=IF(AB14=0,"""",(AB14/$DP14))","=IF(AC14=0,"""",(AC14/$DP14))","=IFERROR(AVERAGE(DQ14:DV14,DL14:DO14),"""")","=IFERROR(STDEV(DL14:DO14)/10,""0"")","=IFERROR(STDEV(DQ14:DV14)/10,""0"")","=IFERROR((STDEV(DL14:DO14,DQ14:DV14)/10),"""")","=MAX(DL14:DO14,DQ14:DV14)","=MIN(DL14:DO14,DQ14:DV14)","=EA14-EB14"
"","17","AVI069","41023","84Q CORONA J","1218","U2D CARRIBEAN FDR ","SJU","301","0","","","","","","","","2","","","","","=IFERROR((STDEV(S9:V9)/100),""0"")","234","240","","","","","=IF(AE9>0, AE9*2,"""")","","=IFERROR((STDEV(X9:AD9)/100),""0"")","=SUM(S9:V9)+SUM(X9:AC9)+AE9","=IF(DF9=2,DZ9,""0"")","=IF(DF9=2,""S&S"",IF(DG9=1,W9,IF(DH9=1,AF9,""0"")))","=IF(AI9=""0"","""",IF(AI9>15%,1,0))","=IF(AI9=""0"","""",IF(AJ9=1,0,IF(AI9>10%,1,0)))","=IF(AI9=""0"","""",IF(AJ9=1,0,IF(AK9=1,0,IF(AI9>5%,1,0))))","=IF(AI9=""0"","""",IF(AJ9=1,0,IF(AK9=1,0,IF(AL9=1,0,IF(AI9>=0%,1,0)))))","=IF(AG9=0,"""",IF(AQ9=2,""SHIP & SHORE CRANE"",IF(AJ9=1,""PLS INSERT COMMENT"",IF(AK9=1,""CAN YOU IMPROVE IT?"",IF(AL9=1,""GOOD JOB & HOW GET BETTER?"",IF(AM9=1,""EXCELENT-BE CONSISTENT AND SHARE BEST PRACTICES"",""SINGLE CRANE""))))))","=IFERROR(EC9,"""")","","=DF9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","=SUM(DG9:DH9)","=IF(SUM(S9:V9)<1,"""",1)","=IF(SUM(X9:AC9)<1,"""",1)","","=AG9","=VLOOKUP(H9,'PORT PRODUCTIVITY 1'!$A$25:$G$83,2,FALSE)","=IF(S9=0,"""",(X9/$DK9))","=IF(T9=0,"""",(Y9/$DK9))","=IF(U9=0,"""",(Z9/$DK9))","=IF(V9=0,"""",(AA9/$DK9))","=VLOOKUP(H9,'PORT PRODUCTIVITY 1'!$A$25:$G$83,3,FALSE)","=IF(X9=0,"""",(X9/$DP9))","=IF(Y9=0,"""",(Y9/$DP9))","=IF(Z9=0,"""",(Z9/$DP9))","=IF(AA9=0,"""",(AA9/$DP9))","=IF(AB9=0,"""",(AB9/$DP9))","=IF(AC9=0,"""",(AC9/$DP9))","=IFERROR(AVERAGE(DQ9:DV9,DL9:DO9),"""")","=IFERROR(STDEV(DL9:DO9)/10,""0"")","=IFERROR(STDEV(DQ9:DV9)/10,""0"")","=IFERROR((STDEV(DL9:DO9,DQ9:DV9)/10),"""")","=MAX(DL9:DO9,DQ9:DV9)","=MIN(DL9:DO9,DQ9:DV9)","=EA9-EB9"
"","17","AVI069","41023","63A MAERSK WOLFSBURG","1209","85A EXPRESSO ","Y8S","1034","0","","","","","","","","3","","","","","=IFERROR((STDEV(S10:V10)/100),""0"")","300","322","312","","","","=IF(AE10>0, AE10*2,"""")","","=IFERROR((STDEV(X10:AD10)/100),""0"")","=SUM(S10:V10)+SUM(X10:AC10)+AE10","=IF(DF10=2,DZ10,""0"")","=IF(DF10=2,""S&S"",IF(DG10=1,W10,IF(DH10=1,AF10,""0"")))","=IF(AI10=""0"","""",IF(AI10>15%,1,0))","=IF(AI10=""0"","""",IF(AJ10=1,0,IF(AI10>10%,1,0)))","=IF(AI10=""0"","""",IF(AJ10=1,0,IF(AK10=1,0,IF(AI10>5%,1,0))))","=IF(AI10=""0"","""",IF(AJ10=1,0,IF(AK10=1,0,IF(AL10=1,0,IF(AI10>=0%,1,0)))))","=IF(AG10=0,"""",IF(AQ10=2,""SHIP & SHORE CRANE"",IF(AJ10=1,""PLS INSERT COMMENT"",IF(AK10=1,""CAN YOU IMPROVE IT?"",IF(AL10=1,""GOOD JOB & HOW GET BETTER?"",IF(AM10=1,""EXCELENT-BE CONSISTENT AND SHARE BEST PRACTICES"",""SINGLE CRANE""))))))","=IFERROR(EC10,"""")","","=DF10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","=SUM(DG10:DH10)","=IF(SUM(S10:V10)<1,"""",1)","=IF(SUM(X10:AC10)<1,"""",1)","","=AG10","=VLOOKUP(H10,'PORT PRODUCTIVITY 1'!$A$25:$G$83,2,FALSE)","=IF(S10=0,"""",(X10/$DK10))","=IF(T10=0,"""",(Y10/$DK10))","=IF(U10=0,"""",(Z10/$DK10))","=IF(V10=0,"""",(AA10/$DK10))","=VLOOKUP(H10,'PORT PRODUCTIVITY 1'!$A$25:$G$83,3,FALSE)","=IF(X10=0,"""",(X10/$DP10))","=IF(Y10=0,"""",(Y10/$DP10))","=IF(Z10=0,"""",(Z10/$DP10))","=IF(AA10=0,"""",(AA10/$DP10))","=IF(AB10=0,"""",(AB10/$DP10))","=IF(AC10=0,"""",(AC10/$DP10))","=IFERROR(AVERAGE(DQ10:DV10,DL10:DO10),"""")","=IFERROR(STDEV(DL10:DO10)/10,""0"")","=IFERROR(STDEV(DQ10:DV10)/10,""0"")","=IFERROR((STDEV(DL10:DO10,DQ10:DV10)/10),"""")","=MAX(DL10:DO10,DQ10:DV10)","=MIN(DL10:DO10,DQ10:DV10)","=EA10-EB10"
"","17","AVI069","41022","88R RICKMER RICKMERS","1216","U2G COLUMBUS FDR ","PJC","499","0","","","","","","","","2","","","","","=IFERROR((STDEV(S11:V11)/100),""0"")","303","314","","","","","=IF(AE11>0, AE11*2,"""")","","=IFERROR((STDEV(X11:AD11)/100),""0"")","=SUM(S11:V11)+SUM(X11:AC11)+AE11","=IF(DF11=2,DZ11,""0"")","=IF(DF11=2,""S&S"",IF(DG11=1,W11,IF(DH11=1,AF11,""0"")))","=IF(AI11=""0"","""",IF(AI11>15%,1,0))","=IF(AI11=""0"","""",IF(AJ11=1,0,IF(AI11>10%,1,0)))","=IF(AI11=""0"","""",IF(AJ11=1,0,IF(AK11=1,0,IF(AI11>5%,1,0))))","=IF(AI11=""0"","""",IF(AJ11=1,0,IF(AK11=1,0,IF(AL11=1,0,IF(AI11>=0%,1,0)))))","=IF(AG11=0,"""",IF(AQ11=2,""SHIP & SHORE CRANE"",IF(AJ11=1,""PLS INSERT COMMENT"",IF(AK11=1,""CAN YOU IMPROVE IT?"",IF(AL11=1,""GOOD JOB & HOW GET BETTER?"",IF(AM11=1,""EXCELENT-BE CONSISTENT AND SHARE BEST PRACTICES"",""SINGLE CRANE""))))))","=IFERROR(EC11,"""")","","=DF11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","=SUM(DG11:DH11)","=IF(SUM(S11:V11)<1,"""",1)","=IF(SUM(X11:AC11)<1,"""",1)","","=AG11","=VLOOKUP(H11,'PORT PRODUCTIVITY 1'!$A$25:$G$83,2,FALSE)","=IF(S11=0,"""",(X11/$DK11))","=IF(T11=0,"""",(Y11/$DK11))","=IF(U11=0,"""",(Z11/$DK11))","=IF(V11=0,"""",(AA11/$DK11))","=VLOOKUP(H11,'PORT PRODUCTIVITY 1'!$A$25:$G$83,3,FALSE)","=IF(X11=0,"""",(X11/$DP11))","=IF(Y11=0,"""",(Y11/$DP11))","=IF(Z11=0,"""",(Z11/$DP11))","=IF(AA11=0,"""",(AA11/$DP11))","=IF(AB11=0,"""",(AB11/$DP11))","=IF(AC11=0,"""",(AC11/$DP11))","=IFERROR(AVERAGE(DQ11:DV11,DL11:DO11),"""")","=IFERROR(STDEV(DL11:DO11)/10,""0"")","=IFERROR(STDEV(DQ11:DV11)/10,""0"")","=IFERROR((STDEV(DL11:DO11,DQ11:DV11)/10),"""")","=MAX(DL11:DO11,DQ11:DV11)","=MIN(DL11:DO11,DQ11:DV11)","=EA11-EB11"
"","17","AVI069","41024","62A MAERSK WINNIPEG","1209","85A EXPRESSO ","PGR","611","0","","","","","","","","2","","","","","=IFERROR((STDEV(S12:V12)/100),""0"")","121","135","","","","","=IF(AE12>0, AE12*2,"""")","","=IFERROR((STDEV(X12:AD12)/100),""0"")","=SUM(S12:V12)+SUM(X12:AC12)+AE12","=IF(DF12=2,DZ12,""0"")","=IF(DF12=2,""S&S"",IF(DG12=1,W12,IF(DH12=1,AF12,""0"")))","=IF(AI12=""0"","""",IF(AI12>15%,1,0))","=IF(AI12=""0"","""",IF(AJ12=1,0,IF(AI12>10%,1,0)))","=IF(AI12=""0"","""",IF(AJ12=1,0,IF(AK12=1,0,IF(AI12>5%,1,0))))","=IF(AI12=""0"","""",IF(AJ12=1,0,IF(AK12=1,0,IF(AL12=1,0,IF(AI12>=0%,1,0)))))","=IF(AG12=0,"""",IF(AQ12=2,""SHIP & SHORE CRANE"",IF(AJ12=1,""PLS INSERT COMMENT"",IF(AK12=1,""CAN YOU IMPROVE IT?"",IF(AL12=1,""GOOD JOB & HOW GET BETTER?"",IF(AM12=1,""EXCELENT-BE CONSISTENT AND SHARE BEST PRACTICES"",""SINGLE CRANE""))))))","=IFERROR(EC12,"""")","","=DF12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","=SUM(DG12:DH12)","=IF(SUM(S12:V12)<1,"""",1)","=IF(SUM(X12:AC12)<1,"""",1)","","=AG12","=VLOOKUP(H12,'PORT PRODUCTIVITY 1'!$A$25:$G$83,2,FALSE)","=IF(S12=0,"""",(X12/$DK12))","=IF(T12=0,"""",(Y12/$DK12))","=IF(U12=0,"""",(Z12/$DK12))","=IF(V12=0,"""",(AA12/$DK12))","=VLOOKUP(H12,'PORT PRODUCTIVITY 1'!$A$25:$G$83,3,FALSE)","=IF(X12=0,"""",(X12/$DP12))","=IF(Y12=0,"""",(Y12/$DP12))","=IF(Z12=0,"""",(Z12/$DP12))","=IF(AA12=0,"""",(AA12/$DP12))","=IF(AB12=0,"""",(AB12/$DP12))","=IF(AC12=0,"""",(AC12/$DP12))","=IFERROR(AVERAGE(DQ12:DV12,DL12:DO12),"""")","=IFERROR(STDEV(DL12:DO12)/10,""0"")","=IFERROR(STDEV(DQ12:DV12)/10,""0"")","=IFERROR((STDEV(DL12:DO12,DQ12:DV12)/10),"""")","=MAX(DL12:DO12,DQ12:DV12)","=MIN(DL12:DO12,DQ12:DV12)","=EA12-EB12"
"","17","AVI069","41024","3HW MAERSK ROUBAIX","1216","858 SAE","MIA","838","0","","","","","","","","2","","","","","=IFERROR((STDEV(S13:V13)/100),""0"")","81","84","","","","","=IF(AE13>0, AE13*2,"""")","","=IFERROR((STDEV(X13:AD13)/100),""0"")","=SUM(S13:V13)+SUM(X13:AC13)+AE13","=IF(DF13=2,DZ13,""0"")","=IF(DF13=2,""S&S"",IF(DG13=1,W13,IF(DH13=1,AF13,""0"")))","=IF(AI13=""0"","""",IF(AI13>15%,1,0))","=IF(AI13=""0"","""",IF(AJ13=1,0,IF(AI13>10%,1,0)))","=IF(AI13=""0"","""",IF(AJ13=1,0,IF(AK13=1,0,IF(AI13>5%,1,0))))","=IF(AI13=""0"","""",IF(AJ13=1,0,IF(AK13=1,0,IF(AL13=1,0,IF(AI13>=0%,1,0)))))","=IF(AG13=0,"""",IF(AQ13=2,""SHIP & SHORE CRANE"",IF(AJ13=1,""PLS INSERT COMMENT"",IF(AK13=1,""CAN YOU IMPROVE IT?"",IF(AL13=1,""GOOD JOB & HOW GET BETTER?"",IF(AM13=1,""EXCELENT-BE CONSISTENT AND SHARE BEST PRACTICES"",""SINGLE CRANE""))))))","=IFERROR(EC13,"""")","","=DF13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","=SUM(DG13:DH13)","=IF(SUM(S13:V13)<1,"""",1)","=IF(SUM(X13:AC13)<1,"""",1)","","=AG13","=VLOOKUP(H13,'PORT PRODUCTIVITY 1'!$A$25:$G$83,2,FALSE)","=IF(S13=0,"""",(X13/$DK13))","=IF(T13=0,"""",(Y13/$DK13))","=IF(U13=0,"""",(Z13/$DK13))","=IF(V13=0,"""",(AA13/$DK13))","=VLOOKUP(H13,'PORT PRODUCTIVITY 1'!$A$25:$G$83,3,FALSE)","=IF(X13=0,"""",(X13/$DP13))","=IF(Y13=0,"""",(Y13/$DP13))","=IF(Z13=0,"""",(Z13/$DP13))","=IF(AA13=0,"""",(AA13/$DP13))","=IF(AB13=0,"""",(AB13/$DP13))","=IF(AC13=0,"""",(AC13/$DP13))","=IFERROR(AVERAGE(DQ13:DV13,DL13:DO13),"""")","=IFERROR(STDEV(DL13:DO13)/10,""0"")","=IFERROR(STDEV(DQ13:DV13)/10,""0"")","=IFERROR((STDEV(DL13:DO13,DQ13:DV13)/10),"""")","=MAX(DL13:DO13,DQ13:DV13)","=MIN(DL13:DO13,DQ13:DV13)","=EA13-EB13"
"","17","AVI069","41024","43C ISLANDIA","1219","858 SAE","MIA","403","0","","","","","","","","1","","","","","=IFERROR((STDEV(S14:V14)/100),""0"")","","","","","","","=IF(AE14>0, AE14*2,"""")","","=IFERROR((STDEV(X14:AD14)/100),""0"")","=SUM(S14:V14)+SUM(X14:AC14)+AE14","=IF(DF14=2,DZ14,""0"")","=IF(DF14=2,""S&S"",IF(DG14=1,W14,IF(DH14=1,AF14,""0"")))","=IF(AI14=""0"","""",IF(AI14>15%,1,0))","=IF(AI14=""0"","""",IF(AJ14=1,0,IF(AI14>10%,1,0)))","=IF(AI14=""0"","""",IF(AJ14=1,0,IF(AK14=1,0,IF(AI14>5%,1,0))))","=IF(AI14=""0"","""",IF(AJ14=1,0,IF(AK14=1,0,IF(AL14=1,0,IF(AI14>=0%,1,0)))))","=IF(AG14=0,"""",IF(AQ14=2,""SHIP & SHORE CRANE"",IF(AJ14=1,""PLS INSERT COMMENT"",IF(AK14=1,""CAN YOU IMPROVE IT?"",IF(AL14=1,""GOOD JOB & HOW GET BETTER?"",IF(AM14=1,""EXCELENT-BE CONSISTENT AND SHARE BEST PRACTICES"",""SINGLE CRANE""))))))","=IFERROR(EC14,"""")","USE ONLY ONE GANG","=DF14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","=SUM(DG14:DH14)","=IF(SUM(S14:V14)<1,"""",1)","=IF(SUM(X14:AC14)<1,"""",1)","","=AG14","=VLOOKUP(H14,'PORT PRODUCTIVITY 1'!$A$25:$G$83,2,FALSE)","=IF(S14=0,"""",(X14/$DK14))","=IF(T14=0,"""",(Y14/$DK14))","=IF(U14=0,"""",(Z14/$DK14))","=IF(V14=0,"""",(AA14/$DK14))","=VLOOKUP(H14,'PORT PRODUCTIVITY 1'!$A$25:$G$83,3,FALSE)","=IF(X14=0,"""",(X14/$DP14))","=IF(Y14=0,"""",(Y14/$DP14))","=IF(Z14=0,"""",(Z14/$DP14))","=IF(AA14=0,"""",(AA14/$DP14))","=IF(AB14=0,"""",(AB14/$DP14))","=IF(AC14=0,"""",(AC14/$DP14))","=IFERROR(AVERAGE(DQ14:DV14,DL14:DO14),"""")","=IFERROR(STDEV(DL14:DO14)/10,""0"")","=IFERROR(STDEV(DQ14:DV14)/10,""0"")","=IFERROR((STDEV(DL14:DO14,DQ14:DV14)/10),"""")","=MAX(DL14:DO14,DQ14:DV14)","=MIN(DL14:DO14,DQ14:DV14)","=EA14-EB14"
"","17","AVI069","41023","17C VARAMO","1220","U2C VENEZUELA FDR ","PJC","304","0","","","","","","","","2","","","","","=IFERROR((STDEV(S15:V15)/100),""0"")","425","426","","","","","=IF(AE15>0, AE15*2,"""")","","=IFERROR((STDEV(X15:AD15)/100),""0"")","=SUM(S15:V15)+SUM(X15:AC15)+AE15","=IF(DF15=2,DZ15,""0"")","=IF(DF15=2,""S&S"",IF(DG15=1,W15,IF(DH15=1,AF15,""0"")))","=IF(AI15=""0"","""",IF(AI15>15%,1,0))","=IF(AI15=""0"","""",IF(AJ15=1,0,IF(AI15>10%,1,0)))","=IF(AI15=""0"","""",IF(AJ15=1,0,IF(AK15=1,0,IF(AI15>5%,1,0))))","=IF(AI15=""0"","""",IF(AJ15=1,0,IF(AK15=1,0,IF(AL15=1,0,IF(AI15>=0%,1,0)))))","=IF(AG15=0,"""",IF(AQ15=2,""SHIP & SHORE CRANE"",IF(AJ15=1,""PLS INSERT COMMENT"",IF(AK15=1,""CAN YOU IMPROVE IT?"",IF(AL15=1,""GOOD JOB & HOW GET BETTER?"",IF(AM15=1,""EXCELENT-BE CONSISTENT AND SHARE BEST PRACTICES"",""SINGLE CRANE""))))))","=IFERROR(EC15,"""")","","=DF15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","=SUM(DG15:DH15)","=IF(SUM(S15:V15)<1,"""",1)","=IF(SUM(X15:AC15)<1,"""",1)","","=AG15","=VLOOKUP(H15,'PORT PRODUCTIVITY 1'!$A$25:$G$83,2,FALSE)","=IF(S15=0,"""",(X15/$DK15))","=IF(T15=0,"""",(Y15/$DK15))","=IF(U15=0,"""",(Z15/$DK15))","=IF(V15=0,"""",(AA15/$DK15))","=VLOOKUP(H15,'PORT PRODUCTIVITY 1'!$A$25:$G$83,3,FALSE)","=IF(X15=0,"""",(X15/$DP15))","=IF(Y15=0,"""",(Y15/$DP15))","=IF(Z15=0,"""",(Z15/$DP15))","=IF(AA15=0,"""",(AA15/$DP15))","=IF(AB15=0,"""",(AB15/$DP15))","=IF(AC15=0,"""",(AC15/$DP15))","=IFERROR(AVERAGE(DQ15:DV15,DL15:DO15),"""")","=IFERROR(STDEV(DL15:DO15)/10,""0"")","=IFERROR(STDEV(DQ15:DV15)/10,""0"")","=IFERROR((STDEV(DL15:DO15,DQ15:DV15)/10),"""")","=MAX(DL15:DO15,DQ15:DV15)","=MIN(DL15:DO15,DQ15:DV15)","=EA15-EB15"
"","17","AVI069","41025","3HW MAERSK ROUBAIX","1217","858 SAE","SAV","807","0","","","","","","","","2","","","","","=IFERROR((STDEV(S16:V16)/100),""0"")","169","170","","","","","=IF(AE16>0, AE16*2,"""")","","=IFERROR((STDEV(X16:AD16)/100),""0"")","=SUM(S16:V16)+SUM(X16:AC16)+AE16","=IF(DF16=2,DZ16,""0"")","=IF(DF16=2,""S&S"",IF(DG16=1,W16,IF(DH16=1,AF16,""0"")))","=IF(AI16=""0"","""",IF(AI16>15%,1,0))","=IF(AI16=""0"","""",IF(AJ16=1,0,IF(AI16>10%,1,0)))","=IF(AI16=""0"","""",IF(AJ16=1,0,IF(AK16=1,0,IF(AI16>5%,1,0))))","=IF(AI16=""0"","""",IF(AJ16=1,0,IF(AK16=1,0,IF(AL16=1,0,IF(AI16>=0%,1,0)))))","=IF(AG16=0,"""",IF(AQ16=2,""SHIP & SHORE CRANE"",IF(AJ16=1,""PLS INSERT COMMENT"",IF(AK16=1,""CAN YOU IMPROVE IT?"",IF(AL16=1,""GOOD JOB & HOW GET BETTER?"",IF(AM16=1,""EXCELENT-BE CONSISTENT AND SHARE BEST PRACTICES"",""SINGLE CRANE""))))))","=IFERROR(EC16,"""")","","=DF16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","=SUM(DG16:DH16)","=IF(SUM(S16:V16)<1,"""",1)","=IF(SUM(X16:AC16)<1,"""",1)","","=AG16","=VLOOKUP(H16,'PORT PRODUCTIVITY 1'!$A$25:$G$83,2,FALSE)","=IF(S16=0,"""",(X16/$DK16))","=IF(T16=0,"""",(Y16/$DK16))","=IF(U16=0,"""",(Z16/$DK16))","=IF(V16=0,"""",(AA16/$DK16))","=VLOOKUP(H16,'PORT PRODUCTIVITY 1'!$A$25:$G$83,3,FALSE)","=IF(X16=0,"""",(X16/$DP16))","=IF(Y16=0,"""",(Y16/$DP16))","=IF(Z16=0,"""",(Z16/$DP16))","=IF(AA16=0,"""",(AA16/$DP16))","=IF(AB16=0,"""",(AB16/$DP16))","=IF(AC16=0,"""",(AC16/$DP16))","=IFERROR(AVERAGE(DQ16:DV16,DL16:DO16),"""")","=IFERROR(STDEV(DL16:DO16)/10,""0"")","=IFERROR(STDEV(DQ16:DV16)/10,""0"")","=IFERROR((STDEV(DL16:DO16,DQ16:DV16)/10),"""")","=MAX(DL16:DO16,DQ16:DV16)","=MIN(DL16:DO16,DQ16:DV16)","=EA16-EB16"
"","17","AVI069","41025","88R RICKMER RICKMERS","1216","U2G COLUMBUS FDR ","LAG","468","0","","","","","","","","2","","","","","=IFERROR((STDEV(S17:V17)/100),""0"")","362","369","","","","","=IF(AE17>0, AE17*2,"""")","","=IFERROR((STDEV(X17:AD17)/100),""0"")","=SUM(S17:V17)+SUM(X17:AC17)+AE17","=IF(DF17=2,DZ17,""0"")","=IF(DF17=2,""S&S"",IF(DG17=1,W17,IF(DH17=1,AF17,""0"")))","=IF(AI17=""0"","""",IF(AI17>15%,1,0))","=IF(AI17=""0"","""",IF(AJ17=1,0,IF(AI17>10%,1,0)))","=IF(AI17=""0"","""",IF(AJ17=1,0,IF(AK17=1,0,IF(AI17>5%,1,0))))","=IF(AI17=""0"","""",IF(AJ17=1,0,IF(AK17=1,0,IF(AL17=1,0,IF(AI17>=0%,1,0)))))","=IF(AG17=0,"""",IF(AQ17=2,""SHIP & SHORE CRANE"",IF(AJ17=1,""PLS INSERT COMMENT"",IF(AK17=1,""CAN YOU IMPROVE IT?"",IF(AL17=1,""GOOD JOB & HOW GET BETTER?"",IF(AM17=1,""EXCELENT-BE CONSISTENT AND SHARE BEST PRACTICES"",""SINGLE CRANE""))))))","=IFERROR(EC17,"""")","","=DF17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","=SUM(DG17:DH17)","=IF(SUM(S17:V17)<1,"""",1)","=IF(SUM(X17:AC17)<1,"""",1)","","=AG17","=VLOOKUP(H17,'PORT PRODUCTIVITY 1'!$A$25:$G$83,2,FALSE)","=IF(S17=0,"""",(X17/$DK17))","=IF(T17=0,"""",(Y17/$DK17))","=IF(U17=0,"""",(Z17/$DK17))","=IF(V17=0,"""",(AA17/$DK17))","=VLOOKUP(H17,'PORT PRODUCTIVITY 1'!$A$25:$G$83,3,FALSE)","=IF(X17=0,"""",(X17/$DP17))","=IF(Y17=0,"""",(Y17/$DP17))","=IF(Z17=0,"""",(Z17/$DP17))","=IF(AA17=0,"""",(AA17/$DP17))","=IF(AB17=0,"""",(AB17/$DP17))","=IF(AC17=0,"""",(AC17/$DP17))","=IFERROR(AVERAGE(DQ17:DV17,DL17:DO17),"""")","=IFERROR(STDEV(DL17:DO17)/10,""0"")","=IFERROR(STDEV(DQ17:DV17)/10,""0"")","=IFERROR((STDEV(DL17:DO17,DQ17:DV17)/10),"""")","=MAX(DL17:DO17,DQ17:DV17)","=MIN(DL17:DO17,DQ17:DV17)","=EA17-EB17"
